MyDate	GroupLib	Libelle	Debit	Credit	Category	Weekly	Monthly	Yearly
2017-01-06 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN05/01	8	0	NULL	NULL	NULL	NULL
2017-01-06 00:00:00	PAIEMENTPARCARTE	TABACPRESSELOTODINAN05/01	8	0	NULL	NULL	NULL	NULL
2017-01-05 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN04/01	8	0	NULL	NULL	NULL	NULL
2017-01-05 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN04/01	1	0	NULL	NULL	NULL	NULL
2017-01-05 00:00:00	PAIEMENTPARCARTE	SOMOBADACTADEN04/01	71	0	NULL	NULL	NULL	NULL
2017-01-05 00:00:00	RETRAITAUDISTRIBUTEUR	DINANINTERMARCH04/0112H11	40	0	NULL	NULL	NULL	NULL
2017-01-04 00:00:00	PAIEMENTPARCARTE	SFRONESHOTMOBSVIPUTEAUX02/01	40	0	NULL	NULL	NULL	NULL
2017-01-04 00:00:00	PAIEMENTPARCARTE	GARAGELEUROPEDINAN03/01	76	0	NULL	NULL	NULL	NULL
2017-01-04 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN03/01	14	0	NULL	NULL	NULL	NULL
2017-01-04 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN03/01	9	0	NULL	NULL	NULL	NULL
2017-01-04 00:00:00	PAIEMENTPARCARTE	ROBERTGILLESDINAN03/01	11	0	NULL	NULL	NULL	NULL
2017-01-04 00:00:00	FRAIS	INTDEB4TRIM16TAEG=16,45%	6	0	NULL	NULL	NULL	NULL
2017-01-03 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN02/01	12	0	NULL	NULL	NULL	NULL
2017-01-03 00:00:00	COTISATION	COMPTESERVICEOPTION2	6	0	NULL	NULL	NULL	NULL
2017-01-02 00:00:00	PAIEMENTPARCARTE	LEZAGDINAN31/12	20	0	NULL	NULL	NULL	NULL
2017-01-02 00:00:00	PAIEMENTPARCARTE	CARREFOURCITYDINAN31/12	21	0	NULL	NULL	NULL	NULL
2017-01-02 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN01/01	9	0	NULL	NULL	NULL	NULL
2017-01-02 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVAL30/12	6	0	NULL	NULL	NULL	NULL
2017-01-02 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN30/12	24	0	NULL	NULL	NULL	NULL
2017-01-02 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN31/12	15	0	NULL	NULL	NULL	NULL
2017-01-02 00:00:00	PAIEMENTPARCARTE	LIBRAIRIELEGRENIERDINAN31/12	13	0	NULL	NULL	NULL	NULL
2016-12-27 00:00:00	VIREMENTENVOTREFAVEUR	APOLOGICAPOLOGIC63571241100001	0	1926	NULL	NULL	NULL	NULL
2016-12-27 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN26/12	8	0	NULL	NULL	NULL	NULL
2016-12-27 00:00:00	RETRAITAUDISTRIBUTEUR	DINANCENTRE126/1208H22	60	0	NULL	NULL	NULL	NULL
2016-12-26 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN24/12	19	0	NULL	NULL	NULL	NULL
2016-12-26 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVALL23/12	4	0	NULL	NULL	NULL	NULL
2016-12-26 00:00:00	RETRAITAUDISTRIBUTEUR	DINANCENTRE124/1208H09	60	0	NULL	NULL	NULL	NULL
2016-12-22 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN21/12	15	0	NULL	NULL	NULL	NULL
2016-12-22 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN21/12	8	0	NULL	NULL	NULL	NULL
2016-12-21 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN20/12	7	0	NULL	NULL	NULL	NULL
2016-12-21 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN20/12	1	0	NULL	NULL	NULL	NULL
2016-12-20 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN19/12	8	0	NULL	NULL	NULL	NULL
2016-12-20 00:00:00	PAIEMENTPARCARTE	TABACPRESSELOTODINAN19/12	14	0	NULL	NULL	NULL	NULL
2016-12-19 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN17/12	16	0	NULL	NULL	NULL	NULL
2016-12-19 00:00:00	PAIEMENTPARCARTE	LEZAGDINAN17/12	7	0	NULL	NULL	NULL	NULL
2016-12-19 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVALL17/12	38	0	NULL	NULL	NULL	NULL
2016-12-19 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN16/12	10	0	NULL	NULL	NULL	NULL
2016-12-16 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN15/12	4	0	NULL	NULL	NULL	NULL
2016-12-16 00:00:00	PRELEVEMENT	SUPPLETIS018506	172	0	NULL	NULL	NULL	NULL
2016-12-15 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN14/12	3	0	NULL	NULL	NULL	NULL
2016-12-14 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN13/12	16	0	NULL	NULL	NULL	NULL
2016-12-14 00:00:00	PAIEMENTPARCARTE	BOULANGERIEARMORIQDINAN13/12	1	0	NULL	NULL	NULL	NULL
2016-12-14 00:00:00	RETRAITAUDISTRIBUTEUR	DINANINTERMARCH13/1212H21	60	0	NULL	NULL	NULL	NULL
2016-12-13 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN12/12	7	0	NULL	NULL	NULL	NULL
2016-12-12 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVALL10/12	27	0	NULL	NULL	NULL	NULL
2016-12-12 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN09/12	10	0	NULL	NULL	NULL	NULL
2016-12-09 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN08/12	7	0	NULL	NULL	NULL	NULL
2016-12-09 00:00:00	RETRAITAUDISTRIBUTEUR	DINANINTERMARCH08/1217H46	60	0	NULL	NULL	NULL	NULL
2016-12-09 00:00:00	PRELEVMNT	DEMENAGEMENTSGUIOMARD	149	0	NULL	NULL	NULL	NULL
2016-12-09 00:00:00	PRELEVEMENT	PRETPERSONNEL018506	509	0	NULL	NULL	NULL	NULL
2016-12-08 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN07/12	7	0	NULL	NULL	NULL	NULL
2016-12-07 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN06/12	4	0	NULL	NULL	NULL	NULL
2016-12-07 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN06/12	9	0	NULL	NULL	NULL	NULL
2016-12-06 00:00:00	PAIEMENTPARCARTE	SFRONESHOTMOBSVIPUTEAUX03/12	41	0	NULL	NULL	NULL	NULL
2016-12-06 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN05/12	7	0	NULL	NULL	NULL	NULL
2016-12-06 00:00:00	RETRAITAUDISTRIBUTEUR	DINAN03/1216H46	60	0	NULL	NULL	NULL	NULL
2016-12-05 00:00:00	PAIEMENTPARCARTE	CARREFOURCITYDINAN03/12	54	0	NULL	NULL	NULL	NULL
2016-12-05 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN02/12	16	0	NULL	NULL	NULL	NULL
2016-12-05 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN02/12	10	0	NULL	NULL	NULL	NULL
2016-12-05 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN03/12	26	0	NULL	NULL	NULL	NULL
2016-12-05 00:00:00	COTISATION	COMPTESERVICEOPTION2	6	0	NULL	NULL	NULL	NULL
2016-12-02 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN01/12	16	0	NULL	NULL	NULL	NULL
2016-12-02 00:00:00	PAIEMENTPARCARTE	INTERMARCHETADEN01/12	23	0	NULL	NULL	NULL	NULL
2016-12-01 00:00:00	PAIEMENTPARCARTE	COIFF&COTADEN30/11	16	0	NULL	NULL	NULL	NULL
2016-12-01 00:00:00	PAIEMENTPARCARTE	INTERMARCHETADEN30/11	9	0	NULL	NULL	NULL	NULL
2016-11-30 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVAL29/11	11	0	NULL	NULL	NULL	NULL
2016-11-30 00:00:00	PAIEMENTPARCARTE	PORTPLAISANCEDINAN29/11	538	0	NULL	NULL	NULL	NULL
2016-11-29 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN28/11	16	0	NULL	NULL	NULL	NULL
2016-11-29 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN28/11	3	0	NULL	NULL	NULL	NULL
2016-11-29 00:00:00	RETRAITAUDISTRIBUTEUR	DINAN27/1109H33	60	0	NULL	NULL	NULL	NULL
2016-11-28 00:00:00	VIREMENTENVOTREFAVEUR	APOLOGICAPOLOGIC63291358380001	0	1257	NULL	NULL	NULL	NULL
2016-11-28 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN26/11	18	0	NULL	NULL	NULL	NULL
2016-11-28 00:00:00	PAIEMENTPARCARTE	MOKODINAN25/11	17	0	NULL	NULL	NULL	NULL
2016-11-28 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN25/11	13	0	NULL	NULL	NULL	NULL
2016-11-25 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN24/11	7	0	NULL	NULL	NULL	NULL
2016-11-24 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN23/11	8	0	NULL	NULL	NULL	NULL
2016-11-24 00:00:00	RETRAITAUDISTRIBUTEUR	DINANCENTRE123/1108H08	60	0	NULL	NULL	NULL	NULL
2016-11-23 00:00:00	PAIEMENTPARCARTE	CREPERIEDUPORTDINAN22/11	15	0	NULL	NULL	NULL	NULL
2016-11-23 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN22/11	15	0	NULL	NULL	NULL	NULL
2016-11-23 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN22/11	4	0	NULL	NULL	NULL	NULL
2016-11-23 00:00:00	PAIEMENTPARCARTE	BOULANGERIEARMORIQDINAN22/11	1	0	NULL	NULL	NULL	NULL
2016-11-22 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN21/11	18	0	NULL	NULL	NULL	NULL
2016-11-22 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN21/11	5	0	NULL	NULL	NULL	NULL
2016-11-22 00:00:00	PAIEMENTPARCARTE	SOMOBADACTADEN21/11	66	0	NULL	NULL	NULL	NULL
2016-11-21 00:00:00	PAIEMENTPARCARTE	BARDUMANOIRTADEN19/11	13	0	NULL	NULL	NULL	NULL
2016-11-21 00:00:00	PAIEMENTPARCARTE	LEPAPILLONDINAN19/11	10	0	NULL	NULL	NULL	NULL
2016-11-21 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVALL19/11	19	0	NULL	NULL	NULL	NULL
2016-11-21 00:00:00	PAIEMENTPARCARTE	VIVECODINAN20/11	10	0	NULL	NULL	NULL	NULL
2016-11-21 00:00:00	PAIEMENTPARCARTE	INTERMARCHETADEN18/11	6	0	NULL	NULL	NULL	NULL
2016-11-21 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVAL18/11	4	0	NULL	NULL	NULL	NULL
2016-11-18 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN17/11	10	0	NULL	NULL	NULL	NULL
2016-11-18 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN17/11	4	0	NULL	NULL	NULL	NULL
2016-11-18 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVAL17/11	4	0	NULL	NULL	NULL	NULL
2016-11-18 00:00:00	PRELEVMNT	DEMENAGEMENTSGUIOMARD	149	0	NULL	NULL	NULL	NULL
2016-11-18 00:00:00	PRELEVEMENT	SUPPLETIS018506	172	0	NULL	NULL	NULL	NULL
2016-11-17 00:00:00	PAIEMENTPARCARTE	LESTERRASSESDINAN16/11	7	0	NULL	NULL	NULL	NULL
2016-11-17 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN16/11	4	0	NULL	NULL	NULL	NULL
2016-11-17 00:00:00	PAIEMENTPARCARTE	LEHAVANEDINAN16/11	14	0	NULL	NULL	NULL	NULL
2016-11-16 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN15/11	12	0	NULL	NULL	NULL	NULL
2016-11-16 00:00:00	WEBMYRIAMROUDAUT	VIREMENTEMIS	410	0	NULL	NULL	NULL	NULL
2016-11-15 00:00:00	PAIEMENTPARCARTE	SFRONESHOTMOBSVIPUTEAUX12/11	39	0	NULL	NULL	NULL	NULL
2016-11-15 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN14/11	7	0	NULL	NULL	NULL	NULL
2016-11-15 00:00:00	PAIEMENTPARCARTE	INTERMARCHETADEN14/11	5	0	NULL	NULL	NULL	NULL
2016-11-15 00:00:00	RETRAITAUDISTRIBUTEUR	DINANINTERMARCH03/1115H47	60	0	NULL	NULL	NULL	NULL
2016-11-15 00:00:00	RETRAITAUDISTRIBUTEUR	DINAN12/1114H08	60	0	NULL	NULL	NULL	NULL
2016-11-14 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN13/11	26	0	NULL	NULL	NULL	NULL
2016-11-14 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN12/11	7	0	NULL	NULL	NULL	NULL
2016-11-14 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN10/11	10	0	NULL	NULL	NULL	NULL
2016-11-14 00:00:00	PAIEMENTPARCARTE	CARREFOURCITYDINAN11/11	15	0	NULL	NULL	NULL	NULL
2016-11-14 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN11/11	10	0	NULL	NULL	NULL	NULL
2016-11-10 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN09/11	7	0	NULL	NULL	NULL	NULL
2016-11-09 00:00:00	PAIEMENTPARCARTE	INTERMARCHETADEN08/11	10	0	NULL	NULL	NULL	NULL
2016-11-09 00:00:00	PRELEVEMENT	PRETPERSONNEL018506	509	0	NULL	NULL	NULL	NULL
2016-11-08 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN07/11	4	0	NULL	NULL	NULL	NULL
2016-11-08 00:00:00	PAIEMENTPARCARTE	BOULANGERIEARMORIQDINAN07/11	1	0	NULL	NULL	NULL	NULL
2016-11-08 00:00:00	RETRAITAUDISTRIBUTEUR	DINAN06/1118H08	60	0	NULL	NULL	NULL	NULL
2016-11-07 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN06/11	9	0	NULL	NULL	NULL	NULL
2016-11-07 00:00:00	PAIEMENTPARCARTE	LE1DELAPLACEDINAN06/11	5	0	NULL	NULL	NULL	NULL
2016-11-07 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVALL04/11	27	0	NULL	NULL	NULL	NULL
2016-11-07 00:00:00	PAIEMENTPARCARTE	LALUMACHELLEDINAN05/11	33	0	NULL	NULL	NULL	NULL
2016-11-07 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN05/11	16	0	NULL	NULL	NULL	NULL
2016-11-03 00:00:00	VIREMENTENVOTREFAVEUR	SUPPLETIS	0	2000	NULL	NULL	NULL	NULL
2016-11-03 00:00:00	PAIEMENTPARCARTE	MOUHOUNKHIDERDINAN02/11	14	0	NULL	NULL	NULL	NULL
2016-11-03 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN02/11	10	0	NULL	NULL	NULL	NULL
2016-11-03 00:00:00	PAIEMENTPARCARTE	LEPAPILLONDINAN01/11	9	0	NULL	NULL	NULL	NULL
2016-11-03 00:00:00	COTISATION	COMPTESERVICEOPTION2	6	0	NULL	NULL	NULL	NULL
2016-11-02 00:00:00	PAIEMENTPARCARTE	SMCASINOCS184LESNEVEN31/10	7	0	NULL	NULL	NULL	NULL
2016-11-02 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN01/11	20	0	NULL	NULL	NULL	NULL
2016-11-02 00:00:00	PAIEMENTPARCARTE	CARREFOURCITYDINAN01/11	13	0	NULL	NULL	NULL	NULL
2016-11-02 00:00:00	PAIEMENTPARCARTE	LEZAGDINAN01/11	19	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	CHEQUEEMIS	5216299	153	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN29/10	11	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	PAIEMENTPARCARTE	SOMOBADACTADEN30/10	55	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	PAIEMENTPARCARTE	LEONVOLLESNEVEN30/10	8	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	PAIEMENTPARCARTE	HOTELDELAGAREBREST30/10	53	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN29/10	7	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN28/10	10	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	PAIEMENTPARCARTE	TABACPRESSELOTODINAN28/10	14	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN28/10	35	0	NULL	NULL	NULL	NULL
2016-10-31 00:00:00	RETRAITAUDISTRIBUTEUR	DINANCENTRE130/1007H30	60	0	NULL	NULL	NULL	NULL
2016-10-28 00:00:00	PAIEMENTPARCARTE	LALUMACHELLEDINAN27/10	16	0	NULL	NULL	NULL	NULL
2016-10-28 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN27/10	4	0	NULL	NULL	NULL	NULL
2016-10-28 00:00:00	PRELEVEMENT	FraisIrreg.EtIncidents	20	0	NULL	NULL	NULL	NULL
2016-10-27 00:00:00	VIREMENTENVOTREFAVEUR	APOLOGICAPOLOGIC62991336190001	0	1251	NULL	NULL	NULL	NULL
2016-10-27 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN26/10	4	0	NULL	NULL	NULL	NULL
2016-10-26 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN25/10	15	0	NULL	NULL	NULL	NULL
2016-10-26 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN25/10	8	0	NULL	NULL	NULL	NULL
2016-10-25 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN24/10	4	0	NULL	NULL	NULL	NULL
2016-10-25 00:00:00	PAIEMENTPARCARTE	MACDONALD-NFCQUEVERT24/10	13	0	NULL	NULL	NULL	NULL
2016-10-24 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN21/10	15	0	NULL	NULL	NULL	NULL
2016-10-24 00:00:00	PAIEMENTPARCARTE	LALUMACHELLEDINAN23/10	24	0	NULL	NULL	NULL	NULL
2016-10-24 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN23/10	21	0	NULL	NULL	NULL	NULL
2016-10-24 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN22/10	1	0	NULL	NULL	NULL	NULL
2016-10-24 00:00:00	PAIEMENTPARCARTE	INTERMARCHETADEN21/10	10	0	NULL	NULL	NULL	NULL
2016-10-24 00:00:00	RETRAITAUDISTRIBUTEUR	GAB1DINANCENT22/1016H26	60	0	NULL	NULL	NULL	NULL
2016-10-21 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN20/10	15	0	NULL	NULL	NULL	NULL
2016-10-21 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN20/10	7	0	NULL	NULL	NULL	NULL
2016-10-21 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN20/10	2	0	NULL	NULL	NULL	NULL
2016-10-20 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN19/10	11	0	NULL	NULL	NULL	NULL
2016-10-20 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN19/10	2	0	NULL	NULL	NULL	NULL
2016-10-19 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN18/10	8	0	NULL	NULL	NULL	NULL
2016-10-19 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN18/10	2	0	NULL	NULL	NULL	NULL
2016-10-18 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN17/10	14	0	NULL	NULL	NULL	NULL
2016-10-18 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN17/10	7	0	NULL	NULL	NULL	NULL
2016-10-17 00:00:00	PAIEMENTPARCARTE	DECATHLON0720TADEN15/10	39	0	NULL	NULL	NULL	NULL
2016-10-17 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN16/10	37	0	NULL	NULL	NULL	NULL
2016-10-17 00:00:00	PAIEMENTPARCARTE	INTERMARCHETADEN15/10	13	0	NULL	NULL	NULL	NULL
2016-10-17 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVAL14/10	12	0	NULL	NULL	NULL	NULL
2016-10-17 00:00:00	PAIEMENTPARCARTE	PHARMACIETADEN15/10	15	0	NULL	NULL	NULL	NULL
2016-10-17 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN14/10	11	0	NULL	NULL	NULL	NULL
2016-10-17 00:00:00	PRELEVMNT	DEMENAGEMENTSGUIOMARD	49	0	NULL	NULL	NULL	NULL
2016-10-14 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN13/10	8	0	NULL	NULL	NULL	NULL
2016-10-14 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN13/10	6	0	NULL	NULL	NULL	NULL
2016-10-13 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN12/10	8	0	NULL	NULL	NULL	NULL
2016-10-12 00:00:00	PAIEMENTPARCARTE	SFRONESHOTMOBSVIPUTEAUX10/10	39	0	NULL	NULL	NULL	NULL
2016-10-12 00:00:00	PAIEMENTPARCARTE	INTERMARCHETADEN11/10	24	0	NULL	NULL	NULL	NULL
2016-10-12 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN11/10	4	0	NULL	NULL	NULL	NULL
2016-10-12 00:00:00	VIREMENTENVOTREFAVEUR	DEBLOCAGEOPPOSITIONDOUANE	0	77	NULL	NULL	NULL	NULL
2016-10-12 00:00:00	VIREMENTEMIS	OPPODOUANERECETTEDESDOUANES	77	0	NULL	NULL	NULL	NULL
2016-10-11 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN10/10	3	0	NULL	NULL	NULL	NULL
2016-10-11 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVAL10/10	8	0	NULL	NULL	NULL	NULL
2016-10-10 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN07/10	14	0	NULL	NULL	NULL	NULL
2016-10-10 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN08/10	15	0	NULL	NULL	NULL	NULL
2016-10-10 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN07/10	11	0	NULL	NULL	NULL	NULL
2016-10-10 00:00:00	RETRAITAUDISTRIBUTEUR	DINANGARE09/1012H27	60	0	NULL	NULL	NULL	NULL
2016-10-07 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN06/10	4	0	NULL	NULL	NULL	NULL
2016-10-07 00:00:00	PRELEVEMENT	PRETPERSONNEL018506	509	0	NULL	NULL	NULL	NULL
2016-10-06 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN05/10	7	0	NULL	NULL	NULL	NULL
2016-10-05 00:00:00	PAIEMENTPARCARTE	COIFF&COTADEN04/10	16	0	NULL	NULL	NULL	NULL
2016-10-05 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN04/10	7	0	NULL	NULL	NULL	NULL
2016-10-04 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN03/10	4	0	NULL	NULL	NULL	NULL
2016-10-04 00:00:00	RETRAITAUDISTRIBUTEUR	DINAN03/1008H17	70	0	NULL	NULL	NULL	NULL
2016-10-04 00:00:00	FRAIS	INTDEB3TRIM16TAEG=16,31%	0	0	NULL	NULL	NULL	NULL
2016-10-03 00:00:00	PAIEMENTPARCARTE	CARREFOURDACGUINGAMP01/10	59	0	NULL	NULL	NULL	NULL
2016-10-03 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN30/09	13	0	NULL	NULL	NULL	NULL
2016-10-03 00:00:00	PAIEMENTPARCARTE	SMCASINOCS184LESNEVEN01/10	12	0	NULL	NULL	NULL	NULL
2016-10-03 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN01/10	13	0	NULL	NULL	NULL	NULL
2016-10-03 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN30/09	3	0	NULL	NULL	NULL	NULL
2016-10-03 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN30/09	2	0	NULL	NULL	NULL	NULL
2016-10-03 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVAL30/09	8	0	NULL	NULL	NULL	NULL
2016-10-03 00:00:00	RETRAITAUDISTRIBUTEUR	DINANCENTRE201/1009H12	60	0	NULL	NULL	NULL	NULL
2016-10-03 00:00:00	COTISATION	COMPTESERVICEOPTION2	6	0	NULL	NULL	NULL	NULL
2016-09-30 00:00:00	PAIEMENTPARCARTE	MOUHOUNKHIDERDINAN29/09	14	0	NULL	NULL	NULL	NULL
2016-09-30 00:00:00	PAIEMENTPARCARTE	INTERMARCHELANVAL29/09	12	0	NULL	NULL	NULL	NULL
2016-09-30 00:00:00	PAIEMENTPARCARTE	LEPAPILLONDINAN29/09	4	0	NULL	NULL	NULL	NULL
2016-09-29 00:00:00	PAIEMENTPARCARTE	SARLSOLEILPLOUER/RANCE28/09	24	0	NULL	NULL	NULL	NULL
2016-09-29 00:00:00	PAIEMENTPARCARTE	INTERMARCHETADEN28/09	7	0	NULL	NULL	NULL	NULL
2016-09-29 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN28/09	1	0	NULL	NULL	NULL	NULL
2016-09-28 00:00:00	PAIEMENTPARCARTE	CAFEDUCHATEAUDINAN27/09	14	0	NULL	NULL	NULL	NULL
2016-09-28 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN27/09	8	0	NULL	NULL	NULL	NULL
2016-09-28 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN27/09	1	0	NULL	NULL	NULL	NULL
2016-09-27 00:00:00	VIREMENTENVOTREFAVEUR	APOLOGICAPOLOGIC62671552590001	0	1276	NULL	NULL	NULL	NULL
2016-09-27 00:00:00	PAIEMENTPARCARTE	INTERMARCHENFCTADEN26/09	6	0	NULL	NULL	NULL	NULL
2016-09-27 00:00:00	PAIEMENTPARCARTE	SARLJMVIPINAULTTADEN26/09	1	0	NULL	NULL	NULL	NULL
2016-09-26 00:00:00	PAIEMENTPARCARTE	LEDUCLOSDINAN25/09	9	0	NULL	NULL	NULL	NULL
2016-09-26 00:00:00	PAIEMENTPARCARTE	BARDESVEDETTEDINAN25/09	15	0	NULL	NULL	NULL	NULL
