Linear regression parameters:
Intercept: 0.0186531
Slope: 0.845685
Correlation: 0.926382
Target-output data:
submatrix_0
0.200362 0.340315
0.180153 0.186111
0.293164 0.285499
0.254341 0.298307
-0.590714 -0.543042
0.0316696 0.17432
0.342782 0.252259
-0.6682 -0.564731
-0.190842 0.139868
0.367565 0.234968
0.37501 0.233666
-0.447177 -0.390023
-0.740208 -0.526285
0.19616 0.334219
0.23711 0.199637
0.123833 0.117533
-0.362246 -0.37404
-0.829713 -0.59205
0.161007 0.196221
-0.701598 -0.526999
0.286144 0.340523
0.362725 0.389102
-0.102082 -0.146265
-0.215359 -0.235122
0.392773 0.368111
0.0470923 0.0726756
-0.259234 -0.298752
0.0600154 0.246942
-0.107507 -0.13474
-0.173452 -0.229396
-0.613263 -0.495317
0.346983 0.273514
0.141171 0.160346
0.393092 0.399694
0.509028 0.448867
0.23727 0.248429
-0.320073 -0.369403
-0.182971 -0.27012
0.369639 0.362134
-0.00741883 -0.0626603
-0.242481 -0.460999
0.0849044 0.161705
0.324753 0.298709
0.244981 0.304762
-0.200681 -0.175117
0.426596 0.26735
0.261201 0.25022
0.183024 0.22283
-0.0892653 -0.20263
0.155955 0.136868
0.360172 0.330341
0.298482 0.32461
0.101178 0.0644532
-0.329061 -0.273711
0.247746 0.24131
0.24296 0.248527
0.0828835 0.0371288
-0.00194113 0.155995
0.0326269 0.0999996
-0.0418273 0.0157638
-0.306672 -0.361742
0.345335 0.207432
0.506528 0.405275
0.11458 0.160078
-0.0242242 -0.0313531
-0.056665 -0.125448
-0.496477 -0.341499
-0.500731 -0.59031
0.514824 0.345739
0.0111947 -0.0602466
-0.114314 -0.236255
0.0901694 0.211451
0.166751 0.128661
-0.481533 -0.492998
0.408727 0.235882
-0.176802 -0.337945
-0.504401 -0.476726
0.600766 0.496157
0.62842 0.486792
0.440157 0.350463
-0.576143 -0.475455
0.480629 0.280302
0.943149 0.562968
0.937299 0.58857
0.247534 0.560517
0.275188 0.468936
0.0278937 0.171404
0.188289 0.331711
0.062249 0.179792
0.431595 0.401067
0.0189061 0.276857
0.0534741 0.167577
0.420427 0.313983
-0.164039 0.187631
-0.16723 -0.0860631
-0.365597 -0.240283
0.35863 0.409181
0.316085 0.510217
0.172494 0.12949
-0.472598 -0.562663
0.0744276 0.172847
0.425426 0.460938
-0.270721 -0.5335
-0.142021 0.149726
0.417449 0.361951
0.248863 0.400876
0.368735 0.31392
-0.224772 -0.271019
0.115962 0.102107
0.447018 0.343672
0.459781 0.356851
0.0391151 0.144222
-0.0364028 -0.080673
0.36097 0.400638
0.634323 0.483523
-0.112878 -0.0689462
-0.182227 -0.182727
0.412343 0.307591
0.262371 0.354446
-0.273699 -0.289905
0.398729 0.290323
0.493924 0.331203
0.494988 0.356307
-0.161273 -0.00859439
0.282102 0.307377
0.445369 0.34286
0.528332 0.380224
-0.473077 -0.450947
-0.504986 -0.532737
0.706012 0.660866
-0.377829 -0.341317
-0.404951 -0.44184
-0.539501 -0.509835
0.519664 0.52927
0.540937 0.541684
0.299492 0.530233
0.272901 0.410478
-0.0866062 0.0474978
-0.527482 -0.641458
0.339059 0.329511
0.328157 0.265685
-0.087723 -0.260045
-0.395325 -0.221236
-0.387348 -0.338542
-0.533066 -0.573106
-0.940437 -0.888074
-0.960114 -0.899678
-1 -0.891391
0.386444 0.188422
0.485362 0.70025
0.517696 0.482025
0.336879 0.376857
0.707661 0.613832
0.58747 0.531504
-0.165581 0.098181
0.607041 0.408131
-0.258223 -0.0424485
0.332039 0.325469
0.553275 0.386456
0.511793 0.263948
0.285718 0.523454
-0.0319887 0.183433
0.0828835 0.270631
0.0227883 -0.000266821
-0.115324 0.122499
0.205361 0.296632
0.332465 0.380829
0.479778 0.448758
0.280879 0.160969
0.195309 0.260077
-0.0051852 -0.0601113
0.26152 0.344509
0.377456 0.474437
0.744941 0.720815
0.263648 0.204838
0.0152897 -0.0179101
0.225836 0.221343
0.36198 0.271684
0.51993 0.381928
0.544925 0.470354
0.231686 0.343972
0.289388 0.233293
-0.162124 -0.231595
0.415694 0.254046
0.0377323 0.201175
0.122823 0.219373
0.201 0.246249
0.0669822 -0.0235607
-0.216476 -0.379451
-0.41112 -0.525193
0.0351796 0.21303
0.133034 0.222135
-0.0717154 -0.0909252
-0.522695 -0.591869
-0.222219 0.0207261
-0.486 -0.0888476
-0.16005 0.0185234
-0.237163 -0.284718
0.779296 0.717428
0.419576 0.531368
0.104901 0.318135
0.15654 0.00772164
0.569761 0.575593
0.361289 0.378476
0.677773 0.548872
0.706491 0.560184
0.117558 0.0466379
-0.0478368 0.0109394
0.0410828 0.16059
0.358045 0.450059
0.481426 0.488933
0.646289 0.501038
0.423565 0.45026
0.267105 0.385914
0.503763 0.658214
0.680325 0.740355
0.732443 0.677548
0.640971 0.430559
0.43335 0.528041
-0.324913 -0.286393
0.435584 0.514086
0.466961 0.600994
0.483447 0.589191
0.362831 0.250867
0.487276 0.505587
0.442072 0.543317
-0.0775122 0.0964804
-0.132183 -0.118289
0.250725 0.185231
-0.412982 -0.0147567
0.355439 0.32805
0.301194 0.21713
-0.0838408 -0.164476
-0.337038 -0.363812
-0.254607 -0.255349
-0.120589 -0.0137602
-0.546308 -0.271838
0.0482623 0.173761
-0.432872 -0.31329
0.488234 0.330679
0.0287446 -0.0600794
0.781902 0.179715
-0.22424 -0.117578
1 0.276463
0.512325 0.248653
0.103358 -0.0323584
0.0921903 -0.0303156
0.403781 0.0763516
0.789348 0.181192
0.104848 0.0412267
0.507432 0.556032
0.0596432 -0.0308805
0.305076 0.236047
0.389103 0.53209
-0.120908 -0.279261
0.224932 0.212353
0.578589 0.477844
-0.105858 0.0156527
0.491956 0.374278
0.346771 0.390464
0.259021 0.2828
0.144681 0.140167
0.368841 0.31509
0.141224 0.207778
0.269498 0.259172
0.538065 0.445666
-0.364959 -0.328558
0.488127 0.344872
0.575877 0.40202
0.596618 0.44277
0.503018 0.417202
0.436541 0.36789
0.141915 0.204101
0.120962 0.29085
0.576462 0.502117
0.543064 0.500329
0.376127 0.456572
0.56423 0.726977
