Linear regression parameters:
Intercept: 0.020112
Slope: 1.04225
Correlation: 0.992256
Target-output data:
submatrix_0
-0.962506 -0.954965
-0.91668 -0.906465
-0.77087 -0.765808
-0.972761 -0.973975
-0.936549 -0.931391
-0.822785 -0.820088
-0.90963 -0.90834
-0.97949 -0.984419
-0.834001 -0.825659
0.0882871 0.0839453
-0.96539 -0.963355
-0.946803 -0.942534
-0.780484 -0.780205
-0.59013 -0.589347
0.515142 0.524281
-0.936869 -0.929751
-0.76414 -0.752941
-0.984618 -0.967113
-0.959301 -0.945994
-0.908028 -0.924522
-0.521871 -0.499731
0.221279 0.332546
0.776318 0.939973
-0.86829 -0.884413
-0.32671 -0.320402
0.658709 0.679588
-0.984297 -0.98581
-0.821823 -0.82043
-0.997757 -0.962236
-0.992629 -0.980758
-0.975645 -0.977485
-0.997757 -1.28588
-0.992309 -1.25498
-0.985579 -1.21213
-0.950008 -1.05054
-0.904823 -0.935855
0.215831 0.214237
-0.947444 -0.955615
-0.559045 -0.558887
0.197564 0.23039
-0.994552 -0.996421
-0.95866 -0.957508
-0.931101 -0.930811
0.109117 0.166313
-0.995514 -0.996647
-0.909309 -0.907286
0.63211 0.54238
-0.91636 -0.920684
-0.985259 -0.993707
-0.975324 -0.9765
-0.837846 -0.834693
-0.560327 -0.558902
-1 -1.01194
-0.960583 -0.961328
-0.798109 -0.815297
-0.603269 -0.592144
0.0177856 0.0132523
-0.988784 -0.988678
-0.867329 -0.869675
-0.72889 -0.724322
-0.607114 -0.595095
